invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I230830,C235398,Female,26,Clothing,2795.18,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,26-35,2022-11
I325341,C141182,Female,26,Technology,810.95,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,26-35,2022-11
I123549,C148358,Male,48,Books,385.86,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,36-50,2022-11
I211938,C119834,Male,21,Clothing,2553.92,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,18-25,2022-11
I153638,C240350,Female,58,Shoes,2978.4,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,50+,2022-11
I197897,C286403,Female,42,Cosmetics,648.57,Debit Card,2022-11-20,Istinye Park,2022,11,Sunday,6,36-50,2022-11
I782568,C852921,Male,54,Clothing,2136.34,Cash,2022-11-20,Zorlu Center,2022,11,Sunday,6,50+,2022-11
I234248,C903547,Male,51,Shoes,1645.6,Credit Card,2022-11-20,Metropol AVM,2022,11,Sunday,6,50+,2022-11
I945835,C718419,Female,48,Cosmetics,766.17,Cash,2022-11-20,Viaport Outlet,2022,11,Sunday,6,36-50,2022-11
I102486,C142171,Male,35,Clothing,1333.63,Cash,2022-11-20,Istinye Park,2022,11,Sunday,6,26-35,2022-11
I272475,C155993,Male,28,Books,435.02,Cash,2022-11-20,Istinye Park,2022,11,Sunday,6,26-35,2022-11
I288641,C950070,Male,34,Food & Beverage,121.03,Cash,2022-11-20,Cevahir AVM,2022,11,Sunday,6,26-35,2022-11
I251667,C443562,Female,27,Clothing,1931.67,Cash,2022-11-20,Forum Istanbul,2022,11,Sunday,6,26-35,2022-11
I244525,C313032,Female,36,Cosmetics,665.44,Debit Card,2022-11-20,Metrocity,2022,11,Sunday,6,36-50,2022-11
I247509,C243260,Male,30,Cosmetics,770.5,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,26-35,2022-11
I310855,C216890,Male,38,Books,308.4,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,36-50,2022-11
I184020,C241977,Female,18,Cosmetics,871.3,Credit Card,2022-11-20,Forum Istanbul,2022,11,Sunday,6,18-25,2022-11
I112469,C230517,Male,32,Shoes,2209.85,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,26-35,2022-11
I165663,C232829,Female,66,Toys,386.61,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,50+,2022-11
I284445,C191032,Female,51,Clothing,1807.68,Debit Card,2022-11-20,Emaar Square Mall,2022,11,Sunday,6,50+,2022-11
I150266,C297748,Male,37,Toys,678.19,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,36-50,2022-11
I761890,C195424,Female,28,Technology,1672.48,Credit Card,2022-11-20,Viaport Outlet,2022,11,Sunday,6,26-35,2022-11
I131266,C751460,Male,28,Toys,707.21,Cash,2022-11-20,Istinye Park,2022,11,Sunday,6,26-35,2022-11
I102365,C186468,Male,18,Clothing,2630.6,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,18-25,2022-11
I277793,C136837,Female,39,Clothing,1621.76,Cash,2022-11-20,Emaar Square Mall,2022,11,Sunday,6,36-50,2022-11
I100202,C182496,Male,45,Food & Beverage,125.45,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,36-50,2022-11
I571728,C120465,Female,40,Clothing,2140.4,Credit Card,2022-11-20,Metrocity,2022,11,Sunday,6,36-50,2022-11
I241261,C466429,Female,46,Clothing,2367.65,Debit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,36-50,2022-11
I164200,C245787,Male,22,Toys,392.57,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,18-25,2022-11
I194732,C174412,Male,61,Souvenir,134.99,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,50+,2022-11
I289237,C242353,Male,59,Clothing,1071.44,Debit Card,2022-11-20,Viaport Outlet,2022,11,Sunday,6,50+,2022-11
I203988,C310206,Female,44,Clothing,2632.87,Cash,2022-11-20,Metropol AVM,2022,11,Sunday,6,36-50,2022-11
I213854,C543770,Female,19,Toys,924.36,Credit Card,2022-11-20,Istinye Park,2022,11,Sunday,6,18-25,2022-11
I208819,C791752,Male,53,Books,425.22,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,50+,2022-11
I257677,C337852,Female,23,Toys,814.95,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,18-25,2022-11
I245951,C418711,Female,69,Food & Beverage,76.22,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,50+,2022-11
I219721,C114180,Female,44,Clothing,2403.22,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,36-50,2022-11
I281745,C245213,Male,68,Clothing,1479.78,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,50+,2022-11
I286313,C206482,Female,61,Cosmetics,345.69,Debit Card,2022-11-20,Cevahir AVM,2022,11,Sunday,6,50+,2022-11
I205621,C203213,Female,51,Shoes,2989.52,Cash,2022-11-20,Istinye Park,2022,11,Sunday,6,50+,2022-11
I175526,C162340,Female,26,Clothing,1483.92,Credit Card,2022-11-20,Metrocity,2022,11,Sunday,6,26-35,2022-11
I270716,C306795,Male,24,Clothing,1750.55,Credit Card,2022-11-20,Forum Istanbul,2022,11,Sunday,6,18-25,2022-11
I319442,C335852,Female,23,Cosmetics,485.0,Credit Card,2022-11-20,Metrocity,2022,11,Sunday,6,18-25,2022-11
I124432,C242317,Male,35,Clothing,1544.24,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,26-35,2022-11
I210859,C206998,Male,43,Food & Beverage,124.43,Credit Card,2022-11-20,Metropol AVM,2022,11,Sunday,6,36-50,2022-11
I273743,C132059,Male,65,Food & Beverage,80.32,Debit Card,2022-11-20,Cevahir AVM,2022,11,Sunday,6,50+,2022-11
I144563,C168523,Female,61,Shoes,1016.63,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,50+,2022-11
I675801,C233591,Female,65,Souvenir,78.88,Credit Card,2022-11-20,Metrocity,2022,11,Sunday,6,50+,2022-11
I339003,C143955,Male,56,Shoes,2808.03,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,50+,2022-11
I608247,C311718,Female,33,Books,418.67,Debit Card,2022-11-20,Emaar Square Mall,2022,11,Sunday,6,26-35,2022-11
I319294,C168732,Female,30,Clothing,2192.86,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,26-35,2022-11
I261861,C671115,Female,36,Toys,181.74,Cash,2022-11-20,Zorlu Center,2022,11,Sunday,6,36-50,2022-11
I337461,C129583,Female,24,Shoes,2475.72,Cash,2022-11-20,Istinye Park,2022,11,Sunday,6,18-25,2022-11
I185821,C311629,Female,49,Clothing,2810.31,Credit Card,2022-11-20,Istinye Park,2022,11,Sunday,6,36-50,2022-11
I307316,C178995,Female,32,Cosmetics,979.27,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,26-35,2022-11
I987037,C140283,Male,58,Clothing,2892.86,Credit Card,2022-11-20,Viaport Outlet,2022,11,Sunday,6,50+,2022-11
I334474,C300893,Male,26,Cosmetics,844.05,Cash,2022-11-20,Metropol AVM,2022,11,Sunday,6,26-35,2022-11
I313788,C275713,Male,43,Food & Beverage,97.94,Debit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,36-50,2022-11
I217314,C231522,Female,42,Clothing,2670.31,Cash,2022-11-20,Metrocity,2022,11,Sunday,6,36-50,2022-11
I313515,C359902,Male,50,Cosmetics,705.69,Cash,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,36-50,2022-11
I903916,C523539,Male,62,Clothing,1005.45,Credit Card,2022-11-20,Metrocity,2022,11,Sunday,6,50+,2022-11
I264187,C266526,Female,54,Cosmetics,286.48,Cash,2022-11-20,Kanyon,2022,11,Sunday,6,50+,2022-11
I104178,C236358,Female,56,Books,351.32,Credit Card,2022-11-20,Zorlu Center,2022,11,Sunday,6,50+,2022-11
I151628,C155071,Female,32,Clothing,1400.4,Debit Card,2022-11-20,Istinye Park,2022,11,Sunday,6,26-35,2022-11
I186641,C272087,Male,54,Shoes,2418.92,Credit Card,2022-11-20,Istinye Park,2022,11,Sunday,6,50+,2022-11
I311039,C187125,Female,69,Cosmetics,206.16,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,50+,2022-11
I426757,C637786,Female,51,Souvenir,225.31,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,50+,2022-11
I194774,C254522,Female,32,Clothing,2948.5,Debit Card,2022-11-20,Metrocity,2022,11,Sunday,6,26-35,2022-11
I228774,C141915,Male,19,Cosmetics,900.48,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,18-25,2022-11
I210869,C184920,Male,67,Cosmetics,655.25,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,50+,2022-11
I858020,C913978,Female,32,Clothing,1552.65,Debit Card,2022-11-20,Emaar Square Mall,2022,11,Sunday,6,26-35,2022-11
I581086,C866687,Male,35,Clothing,2355.85,Debit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,26-35,2022-11
I268676,C250648,Female,55,Cosmetics,859.02,Debit Card,2022-11-20,Kanyon,2022,11,Sunday,6,50+,2022-11
I162686,C218418,Female,62,Clothing,1930.96,Cash,2022-11-20,Emaar Square Mall,2022,11,Sunday,6,50+,2022-11
I304147,C234095,Female,68,Technology,663.51,Debit Card,2022-11-20,Cevahir AVM,2022,11,Sunday,6,50+,2022-11
I483961,C154986,Male,31,Books,326.98,Credit Card,2022-11-20,Kanyon,2022,11,Sunday,6,26-35,2022-11
I173334,C712948,Female,48,Cosmetics,878.28,Credit Card,2022-11-20,Mall of Istanbul,2022,11,Sunday,6,36-50,2022-11
I680868,C150572,Female,19,Clothing,1664.55,Credit Card,2022-11-20,Metropol AVM,2022,11,Sunday,6,18-25,2022-11
I647467,C295938,Female,46,Cosmetics,913.1,Debit Card,2022-11-20,Metropol AVM,2022,11,Sunday,6,36-50,2022-11
I209304,C280028,Female,30,Clothing,1591.26,Debit Card,2022-11-21,Zorlu Center,2022,11,Monday,0,26-35,2022-11
I280646,C328259,Female,51,Cosmetics,104.19,Debit Card,2022-11-21,Forum Istanbul,2022,11,Monday,0,50+,2022-11
I393598,C371067,Female,22,Cosmetics,542.76,Cash,2022-11-21,Istinye Park,2022,11,Monday,0,18-25,2022-11
I136923,C522309,Female,61,Food & Beverage,119.51,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I866913,C199364,Female,53,Clothing,2312.69,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I259863,C204592,Male,42,Food & Beverage,123.17,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I285402,C522715,Male,31,Clothing,1093.55,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I248523,C281401,Female,33,Cosmetics,705.94,Credit Card,2022-11-21,Zorlu Center,2022,11,Monday,0,26-35,2022-11
I758641,C317225,Female,55,Cosmetics,147.58,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I268162,C546679,Female,54,Clothing,1162.66,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,50+,2022-11
I682882,C231526,Female,66,Clothing,2989.03,Credit Card,2022-11-21,Emaar Square Mall,2022,11,Monday,0,50+,2022-11
I401545,C177922,Male,29,Clothing,2305.65,Cash,2022-11-21,Forum Istanbul,2022,11,Monday,0,26-35,2022-11
I653836,C661139,Female,26,Technology,1737.52,Debit Card,2022-11-21,Viaport Outlet,2022,11,Monday,0,26-35,2022-11
I803175,C140584,Female,37,Clothing,1128.32,Cash,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I763341,C204555,Male,33,Toys,980.25,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I230964,C274338,Female,50,Clothing,2001.25,Cash,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I278799,C335199,Male,33,Cosmetics,461.67,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I170988,C143101,Female,55,Cosmetics,404.8,Cash,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I217905,C182522,Female,54,Food & Beverage,132.94,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I528396,C130273,Female,63,Clothing,2609.19,Debit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I105245,C297596,Male,32,Cosmetics,163.63,Debit Card,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I218182,C457998,Female,27,Food & Beverage,142.63,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I177828,C140935,Female,29,Clothing,1771.34,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I278002,C286872,Female,41,Cosmetics,673.01,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,36-50,2022-11
I219010,C328134,Female,57,Clothing,2820.0,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I286877,C272826,Female,51,Shoes,2892.15,Cash,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I200893,C177509,Female,61,Food & Beverage,67.78,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I176011,C208420,Male,21,Clothing,2240.25,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,18-25,2022-11
I279567,C157763,Female,26,Books,251.09,Cash,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I398382,C214074,Female,66,Clothing,2884.29,Cash,2022-11-21,Emaar Square Mall,2022,11,Monday,0,50+,2022-11
I640896,C376574,Male,48,Food & Beverage,121.65,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I819991,C145798,Female,19,Cosmetics,602.76,Cash,2022-11-21,Metrocity,2022,11,Monday,0,18-25,2022-11
I241716,C358339,Male,38,Clothing,1141.72,Debit Card,2022-11-21,Istinye Park,2022,11,Monday,0,36-50,2022-11
I272410,C358775,Female,34,Food & Beverage,106.55,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I118555,C854291,Female,39,Toys,691.86,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I239351,C310189,Female,19,Toys,681.57,Cash,2022-11-21,Kanyon,2022,11,Monday,0,18-25,2022-11
I732287,C959870,Female,60,Cosmetics,912.14,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I333543,C223161,Male,26,Shoes,2735.3,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I326890,C154147,Female,39,Shoes,1189.45,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I915763,C152891,Female,22,Technology,4783.83,Cash,2022-11-21,Forum Istanbul,2022,11,Monday,0,18-25,2022-11
I297120,C159249,Female,18,Clothing,2064.56,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,18-25,2022-11
I659510,C141294,Male,66,Clothing,2171.44,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I223757,C260794,Female,37,Clothing,1350.06,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I165202,C617189,Female,56,Cosmetics,253.84,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I161807,C191990,Male,63,Clothing,2237.01,Credit Card,2022-11-21,Emaar Square Mall,2022,11,Monday,0,50+,2022-11
I273557,C201099,Female,33,Clothing,2951.01,Cash,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I117584,C821396,Male,66,Clothing,1150.66,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,50+,2022-11
I242661,C324040,Female,39,Clothing,1368.13,Cash,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I102993,C142692,Female,67,Clothing,1014.04,Credit Card,2022-11-21,Forum Istanbul,2022,11,Monday,0,50+,2022-11
I195499,C959074,Female,38,Cosmetics,826.37,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,36-50,2022-11
I335167,C324577,Female,38,Technology,4324.77,Debit Card,2022-11-21,Zorlu Center,2022,11,Monday,0,36-50,2022-11
I170173,C180185,Male,28,Clothing,2159.19,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I117974,C317573,Female,50,Food & Beverage,104.38,Cash,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I171079,C978071,Female,32,Clothing,1749.39,Cash,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I203814,C998166,Female,55,Clothing,2039.67,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I303181,C114756,Male,54,Toys,591.32,Credit Card,2022-11-21,Forum Istanbul,2022,11,Monday,0,50+,2022-11
I815493,C255209,Female,26,Clothing,2112.08,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I165415,C138412,Female,49,Toys,266.43,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I598444,C160066,Female,40,Clothing,1893.97,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,36-50,2022-11
I285120,C244822,Female,51,Cosmetics,715.82,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I151031,C137912,Female,49,Souvenir,245.01,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I131565,C118550,Female,57,Clothing,1876.41,Cash,2022-11-21,Cevahir AVM,2022,11,Monday,0,50+,2022-11
I958557,C193932,Male,27,Food & Beverage,112.73,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,26-35,2022-11
I151190,C312330,Female,24,Shoes,1202.64,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,18-25,2022-11
I312114,C316291,Male,68,Clothing,2650.92,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,50+,2022-11
I122809,C230314,Female,53,Shoes,2135.35,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I222781,C227862,Male,58,Souvenir,201.36,Debit Card,2022-11-21,Forum Istanbul,2022,11,Monday,0,50+,2022-11
I337616,C131058,Male,61,Food & Beverage,138.67,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,50+,2022-11
I586063,C685458,Female,32,Cosmetics,834.49,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I222851,C170677,Female,50,Clothing,2140.77,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,36-50,2022-11
I789400,C173226,Female,41,Toys,302.18,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I457761,C336580,Female,29,Cosmetics,161.05,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I265360,C253307,Female,48,Clothing,1467.51,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I382900,C422656,Male,45,Shoes,2669.01,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I206170,C919965,Female,34,Cosmetics,125.78,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I246461,C166400,Female,26,Shoes,1954.96,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,26-35,2022-11
I299125,C290344,Male,27,Souvenir,70.02,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I281975,C282323,Female,23,Cosmetics,868.58,Cash,2022-11-21,Viaport Outlet,2022,11,Monday,0,18-25,2022-11
I440643,C321751,Female,36,Toys,901.51,Credit Card,2022-11-21,Forum Istanbul,2022,11,Monday,0,36-50,2022-11
I587967,C174169,Female,25,Clothing,1095.45,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,18-25,2022-11
I604980,C786582,Male,23,Cosmetics,825.93,Cash,2022-11-21,Viaport Outlet,2022,11,Monday,0,18-25,2022-11
I792082,C796252,Male,57,Food & Beverage,81.56,Debit Card,2022-11-21,Cevahir AVM,2022,11,Monday,0,50+,2022-11
I133977,C325244,Male,65,Shoes,2437.19,Debit Card,2022-11-21,Zorlu Center,2022,11,Monday,0,50+,2022-11
I198473,C947353,Female,61,Shoes,1100.53,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I310901,C494183,Female,66,Cosmetics,360.61,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I324085,C313924,Female,30,Cosmetics,734.66,Debit Card,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I121188,C194805,Male,19,Shoes,2302.39,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,18-25,2022-11
I279030,C258535,Female,41,Clothing,2627.38,Cash,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I104001,C195654,Female,59,Cosmetics,383.46,Credit Card,2022-11-21,Zorlu Center,2022,11,Monday,0,50+,2022-11
I339957,C333020,Female,41,Food & Beverage,128.16,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,36-50,2022-11
I632385,C242779,Female,60,Technology,1457.78,Cash,2022-11-21,Metrocity,2022,11,Monday,0,50+,2022-11
I428426,C125193,Male,26,Technology,1911.4,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,26-35,2022-11
I194698,C516632,Male,67,Cosmetics,302.48,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I759056,C215718,Female,18,Clothing,2442.97,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,18-25,2022-11
I120889,C309556,Female,18,Cosmetics,202.08,Credit Card,2022-11-21,Cevahir AVM,2022,11,Monday,0,18-25,2022-11
I339776,C182749,Male,37,Food & Beverage,93.9,Cash,2022-11-21,Istinye Park,2022,11,Monday,0,36-50,2022-11
I900150,C230518,Female,43,Clothing,1289.67,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,36-50,2022-11
I310883,C425464,Male,51,Books,224.83,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I127282,C292122,Female,29,Cosmetics,195.42,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I877134,C247419,Male,63,Cosmetics,982.23,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I175836,C308815,Female,21,Food & Beverage,70.71,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,18-25,2022-11
I404510,C369817,Male,61,Shoes,1792.69,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I262484,C298138,Male,49,Clothing,2675.28,Cash,2022-11-21,Emaar Square Mall,2022,11,Monday,0,36-50,2022-11
I262198,C320997,Male,36,Food & Beverage,69.56,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I647875,C320599,Male,40,Clothing,1486.97,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I375132,C325922,Female,27,Souvenir,213.1,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I252508,C140293,Female,28,Cosmetics,755.65,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,26-35,2022-11
I100223,C212702,Female,45,Shoes,1194.1,Credit Card,2022-11-21,Metrocity,2022,11,Monday,0,36-50,2022-11
I195795,C191147,Female,43,Food & Beverage,123.04,Cash,2022-11-21,Viaport Outlet,2022,11,Monday,0,36-50,2022-11
I665079,C908234,Female,26,Shoes,1842.95,Cash,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I224013,C178210,Female,47,Toys,771.93,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I222574,C357766,Female,50,Food & Beverage,132.11,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,36-50,2022-11
I213646,C191880,Female,23,Clothing,2246.31,Debit Card,2022-11-21,Metrocity,2022,11,Monday,0,18-25,2022-11
I119196,C860385,Female,39,Cosmetics,872.78,Credit Card,2022-11-21,Cevahir AVM,2022,11,Monday,0,36-50,2022-11
I741417,C272924,Female,25,Clothing,1141.12,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,18-25,2022-11
I307334,C315938,Female,52,Toys,856.64,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I170665,C239221,Male,42,Food & Beverage,94.07,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I186983,C317994,Female,29,Food & Beverage,118.33,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,26-35,2022-11
I231123,C105051,Female,47,Clothing,1909.96,Cash,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I393663,C141097,Male,60,Books,262.1,Debit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,50+,2022-11
I309130,C193761,Female,34,Clothing,2650.92,Cash,2022-11-21,Metropol AVM,2022,11,Monday,0,26-35,2022-11
I532275,C745769,Female,24,Shoes,2384.68,Cash,2022-11-21,Zorlu Center,2022,11,Monday,0,18-25,2022-11
I218327,C162768,Male,29,Souvenir,79.22,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,26-35,2022-11
I204332,C146456,Male,64,Shoes,1473.23,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,50+,2022-11
I266060,C917661,Male,21,Toys,849.59,Credit Card,2022-11-21,Metropol AVM,2022,11,Monday,0,18-25,2022-11
I327659,C321524,Female,47,Toys,792.27,Credit Card,2022-11-21,Cevahir AVM,2022,11,Monday,0,36-50,2022-11
I205462,C245254,Male,67,Clothing,1214.3,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I261195,C260046,Female,60,Cosmetics,979.16,Debit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I287592,C122307,Female,49,Shoes,2485.64,Credit Card,2022-11-21,Istinye Park,2022,11,Monday,0,36-50,2022-11
I282410,C291163,Female,50,Food & Beverage,54.24,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,36-50,2022-11
I740216,C171391,Female,36,Clothing,1962.89,Credit Card,2022-11-21,Mall of Istanbul,2022,11,Monday,0,36-50,2022-11
I919278,C284504,Female,55,Technology,3758.39,Debit Card,2022-11-21,Metrocity,2022,11,Monday,0,50+,2022-11
I430421,C327763,Male,55,Clothing,2586.18,Cash,2022-11-21,Mall of Istanbul,2022,11,Monday,0,50+,2022-11
I477011,C258756,Female,29,Food & Beverage,76.6,Debit Card,2022-11-21,Metrocity,2022,11,Monday,0,26-35,2022-11
I265583,C293723,Female,36,Souvenir,250.84,Credit Card,2022-11-21,Cevahir AVM,2022,11,Monday,0,36-50,2022-11
I125069,C303414,Male,65,Toys,307.0,Cash,2022-11-21,Istinye Park,2022,11,Monday,0,50+,2022-11
I314918,C228303,Male,26,Clothing,1020.31,Credit Card,2022-11-21,Kanyon,2022,11,Monday,0,26-35,2022-11
I183136,C324452,Male,26,Food & Beverage,147.21,Cash,2022-11-21,Cevahir AVM,2022,11,Monday,0,26-35,2022-11
I319213,C823855,Female,58,Clothing,2827.98,Cash,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
I333104,C126651,Male,24,Cosmetics,326.75,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,18-25,2022-11
I119687,C295698,Female,53,Cosmetics,495.16,Debit Card,2022-11-21,Kanyon,2022,11,Monday,0,50+,2022-11
