invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I309168,C369727,Female,32,Cosmetics,543.21,Credit Card,2022-09-24,Kanyon
I159228,C181075,Female,27,Books,379.98,Credit Card,2022-09-24,Cevahir AVM
I701549,C939167,Female,53,Shoes,1826.95,Credit Card,2022-09-24,Zorlu Center
I599784,C331545,Female,46,Shoes,1420.6,Credit Card,2022-09-24,Metropol AVM
I336678,C183199,Female,26,Food & Beverage,87.14,Debit Card,2022-09-24,Kanyon
I806019,C332775,Male,69,Cosmetics,306.01,Cash,2022-09-24,Forum Istanbul
I102681,C298900,Female,19,Clothing,1818.86,Credit Card,2022-09-24,Metrocity
I210865,C299103,Male,38,Toys,765.73,Cash,2022-09-24,Metrocity
I308567,C220164,Male,34,Cosmetics,496.67,Cash,2022-09-24,Forum Istanbul
I238751,C145776,Male,30,Food & Beverage,114.01,Debit Card,2022-09-24,Mall of Istanbul
I796749,C559602,Female,53,Toys,420.75,Credit Card,2022-09-24,Mall of Istanbul
I280984,C812852,Male,44,Clothing,1820.03,Cash,2022-09-24,Kanyon
I536389,C267685,Male,27,Toys,176.39,Cash,2022-09-24,Kanyon
I180760,C273304,Male,64,Shoes,2979.06,Debit Card,2022-09-24,Istinye Park
I229794,C630272,Female,38,Food & Beverage,79.79,Credit Card,2022-09-24,Kanyon
I223552,C100696,Female,39,Shoes,2620.66,Debit Card,2022-09-24,Cevahir AVM
I105453,C581131,Male,60,Cosmetics,719.64,Credit Card,2022-09-24,Kanyon
I820681,C379800,Female,44,Cosmetics,496.27,Credit Card,2022-09-24,Metropol AVM
I150402,C752285,Female,26,Food & Beverage,97.59,Cash,2022-09-24,Metrocity
I108232,C795933,Female,24,Books,407.64,Credit Card,2022-09-24,Mall of Istanbul
I578279,C141921,Female,39,Clothing,1373.54,Cash,2022-09-24,Zorlu Center
I762702,C338951,Female,57,Clothing,2379.15,Credit Card,2022-09-24,Kanyon
I202127,C949022,Female,20,Clothing,2041.51,Credit Card,2022-09-24,Zorlu Center
I106835,C144556,Female,46,Souvenir,286.62,Credit Card,2022-09-24,Viaport Outlet
I227571,C121967,Female,61,Cosmetics,374.59,Credit Card,2022-09-24,Metrocity
I961945,C190261,Male,48,Food & Beverage,51.45,Cash,2022-09-24,Istinye Park
I541399,C257251,Male,61,Cosmetics,242.5,Credit Card,2022-09-24,Kanyon
I184415,C200048,Female,57,Cosmetics,132.79,Cash,2022-09-25,Zorlu Center
I237301,C106753,Male,26,Technology,998.75,Cash,2022-09-25,Metrocity
I439540,C362052,Female,47,Clothing,2062.18,Cash,2022-09-25,Metrocity
I195325,C103445,Male,33,Food & Beverage,136.8,Credit Card,2022-09-25,Metropol AVM
I378034,C848818,Male,68,Clothing,2089.21,Cash,2022-09-25,Mall of Istanbul
I310041,C621270,Male,33,Technology,4483.17,Cash,2022-09-25,Viaport Outlet
I268956,C188958,Male,42,Clothing,1610.77,Cash,2022-09-25,Viaport Outlet
I222042,C139978,Male,53,Clothing,2399.85,Cash,2022-09-25,Metrocity
I326144,C102477,Female,42,Shoes,2816.72,Cash,2022-09-25,Metrocity
I323493,C254402,Female,69,Books,182.29,Debit Card,2022-09-25,Istinye Park
I897319,C101640,Female,46,Cosmetics,681.06,Cash,2022-09-25,Cevahir AVM
I158532,C717315,Female,41,Shoes,2397.04,Credit Card,2022-09-25,Mall of Istanbul
I230256,C662634,Female,63,Shoes,1421.42,Credit Card,2022-09-25,Viaport Outlet
I137279,C150362,Female,51,Souvenir,246.53,Cash,2022-09-25,Kanyon
I148102,C285058,Female,35,Food & Beverage,132.67,Cash,2022-09-25,Metropol AVM
I407121,C945557,Male,39,Toys,406.58,Credit Card,2022-09-25,Metrocity
I275763,C298670,Female,52,Shoes,1204.63,Credit Card,2022-09-25,Metrocity
I202807,C160753,Male,59,Clothing,2837.81,Credit Card,2022-09-25,Mall of Istanbul
I289952,C115287,Female,58,Food & Beverage,147.62,Credit Card,2022-09-25,Zorlu Center
I159812,C213476,Female,33,Clothing,2875.98,Cash,2022-09-25,Istinye Park
I322338,C234149,Male,47,Clothing,1127.69,Debit Card,2022-09-25,Kanyon
I692276,C149478,Female,54,Toys,368.04,Debit Card,2022-09-25,Istinye Park
I244349,C305170,Male,36,Books,185.1,Cash,2022-09-25,Cevahir AVM
I259287,C230958,Female,67,Technology,1608.77,Cash,2022-09-25,Emaar Square Mall
I203662,C569516,Female,57,Cosmetics,817.73,Cash,2022-09-25,Mall of Istanbul
I322367,C154361,Male,29,Food & Beverage,103.52,Credit Card,2022-09-25,Istinye Park
I606906,C163049,Male,46,Food & Beverage,149.98,Credit Card,2022-09-25,Metrocity
I204915,C195802,Female,50,Clothing,2931.34,Credit Card,2022-09-25,Cevahir AVM
I265660,C775593,Male,61,Technology,1896.55,Debit Card,2022-09-25,Cevahir AVM
I588072,C258884,Male,64,Cosmetics,682.06,Debit Card,2022-09-25,Cevahir AVM
I277406,C313158,Female,35,Shoes,1742.06,Cash,2022-09-25,Istinye Park
I255438,C520786,Female,19,Clothing,1296.64,Cash,2022-09-25,Cevahir AVM
I930561,C938692,Male,20,Clothing,2928.11,Credit Card,2022-09-25,Metropol AVM
I291095,C178796,Male,20,Clothing,1850.61,Cash,2022-09-25,Metropol AVM
I665298,C155173,Female,39,Shoes,2733.98,Cash,2022-09-25,Mall of Istanbul
I164314,C117134,Female,43,Clothing,2342.4,Credit Card,2022-09-25,Forum Istanbul
I286869,C160348,Male,22,Food & Beverage,111.44,Cash,2022-09-25,Mall of Istanbul
I274170,C270308,Female,27,Technology,4039.82,Credit Card,2022-09-25,Metropol AVM
I324853,C188497,Female,47,Clothing,2604.12,Credit Card,2022-09-25,Istinye Park
I186797,C265061,Female,44,Clothing,1846.92,Cash,2022-09-25,Viaport Outlet
I588772,C274601,Female,31,Food & Beverage,65.01,Credit Card,2022-09-25,Mall of Istanbul
I314507,C275163,Female,66,Food & Beverage,64.28,Credit Card,2022-09-25,Forum Istanbul
I241210,C494053,Female,51,Clothing,2693.35,Cash,2022-09-25,Istinye Park
I259831,C264475,Male,68,Technology,4580.29,Cash,2022-09-25,Mall of Istanbul
I326326,C298013,Male,28,Food & Beverage,111.98,Cash,2022-09-25,Mall of Istanbul
I298597,C230792,Male,38,Clothing,1825.86,Debit Card,2022-09-25,Viaport Outlet
I307448,C593403,Female,69,Clothing,2464.35,Cash,2022-09-25,Metrocity
I185448,C251606,Female,46,Food & Beverage,75.56,Cash,2022-09-25,Istinye Park
I201350,C175996,Female,47,Shoes,2484.4,Cash,2022-09-25,Mall of Istanbul
I642468,C104245,Female,57,Toys,606.25,Credit Card,2022-09-25,Kanyon
I211669,C283377,Female,19,Technology,2884.47,Cash,2022-09-25,Metrocity
I660138,C716553,Male,28,Cosmetics,861.57,Credit Card,2022-09-25,Kanyon
I168756,C124278,Female,59,Clothing,1067.64,Cash,2022-09-25,Metrocity
I358611,C182422,Female,18,Clothing,2835.12,Credit Card,2022-09-25,Zorlu Center
I251756,C316763,Male,52,Clothing,1159.17,Cash,2022-09-25,Mall of Istanbul
I191024,C806492,Male,35,Cosmetics,498.44,Cash,2022-09-25,Emaar Square Mall
I334551,C121825,Female,59,Clothing,2284.06,Cash,2022-09-25,Metropol AVM
I184229,C268146,Female,28,Toys,957.43,Credit Card,2022-09-25,Forum Istanbul
I420592,C334281,Male,57,Food & Beverage,77.55,Debit Card,2022-09-25,Kanyon
I141855,C201705,Female,30,Toys,231.04,Credit Card,2022-09-25,Cevahir AVM
I168483,C238746,Female,44,Books,271.64,Cash,2022-09-25,Kanyon
I125503,C148475,Male,61,Clothing,2202.16,Cash,2022-09-25,Istinye Park
I257900,C457737,Female,39,Clothing,1227.45,Credit Card,2022-09-25,Mall of Istanbul
I113183,C133680,Female,56,Toys,935.12,Cash,2022-09-25,Metropol AVM
I273943,C204441,Male,52,Souvenir,162.35,Cash,2022-09-25,Metropol AVM
I261758,C308805,Female,65,Books,343.15,Cash,2022-09-25,Mall of Istanbul
I205191,C249305,Female,54,Food & Beverage,143.2,Credit Card,2022-09-25,Viaport Outlet
I116279,C136407,Female,64,Clothing,1367.93,Cash,2022-09-25,Mall of Istanbul
I215374,C131112,Male,64,Clothing,2569.14,Debit Card,2022-09-25,Mall of Istanbul
I179822,C178327,Female,57,Toys,826.51,Cash,2022-09-25,Mall of Istanbul
I153468,C813874,Female,51,Clothing,1481.11,Credit Card,2022-09-25,Viaport Outlet
I249730,C800294,Male,26,Clothing,1284.25,Credit Card,2022-09-25,Zorlu Center
I302497,C460321,Female,18,Technology,2273.56,Cash,2022-09-25,Kanyon
I813931,C180921,Female,66,Food & Beverage,112.11,Cash,2022-09-25,Viaport Outlet
I256481,C322069,Female,53,Clothing,1023.67,Credit Card,2022-09-25,Mall of Istanbul
I885378,C302061,Male,39,Clothing,2387.15,Credit Card,2022-09-25,Metropol AVM
I192884,C104605,Female,38,Cosmetics,800.82,Cash,2022-09-25,Mall of Istanbul
I316989,C213345,Female,37,Clothing,2120.32,Cash,2022-09-25,Metrocity
I102443,C998094,Female,53,Shoes,2371.28,Cash,2022-09-25,Metrocity
I239746,C231430,Male,26,Clothing,1759.58,Credit Card,2022-09-25,Mall of Istanbul
I909187,C389908,Female,28,Books,268.31,Debit Card,2022-09-25,Istinye Park
I225312,C186856,Female,67,Clothing,2800.28,Debit Card,2022-09-25,Istinye Park
I145825,C233451,Female,58,Cosmetics,685.25,Debit Card,2022-09-25,Metrocity
I308777,C322650,Female,66,Shoes,2895.83,Credit Card,2022-09-25,Zorlu Center
I256318,C338050,Male,19,Technology,3208.33,Debit Card,2022-09-25,Mall of Istanbul
I298747,C900631,Female,68,Food & Beverage,146.91,Credit Card,2022-09-25,Kanyon
I334874,C322580,Female,26,Food & Beverage,58.97,Debit Card,2022-09-25,Kanyon
I158770,C314658,Male,68,Clothing,2830.9,Cash,2022-09-25,Zorlu Center
I154957,C152667,Female,40,Toys,436.88,Cash,2022-09-25,Mall of Istanbul
I119281,C294448,Female,51,Food & Beverage,137.19,Credit Card,2022-09-25,Mall of Istanbul
I183546,C191939,Female,35,Clothing,2566.89,Credit Card,2022-09-25,Kanyon
I294086,C373756,Female,62,Toys,941.42,Cash,2022-09-25,Metropol AVM
I329880,C223127,Male,19,Toys,900.19,Credit Card,2022-09-25,Metropol AVM
I623353,C275055,Female,38,Souvenir,244.33,Credit Card,2022-09-25,Metrocity
I284454,C179097,Female,25,Cosmetics,274.93,Credit Card,2022-09-25,Metrocity
I284806,C858049,Male,24,Shoes,1890.65,Credit Card,2022-09-25,Metrocity
I262391,C615004,Male,56,Clothing,1019.77,Debit Card,2022-09-25,Zorlu Center
I138533,C245980,Male,31,Cosmetics,862.79,Cash,2022-09-25,Mall of Istanbul
I459501,C970891,Female,35,Technology,4864.92,Cash,2022-09-25,Mall of Istanbul
I125524,C184854,Female,19,Clothing,1680.02,Credit Card,2022-09-25,Forum Istanbul
I254860,C217896,Female,32,Clothing,2519.93,Cash,2022-09-25,Mall of Istanbul
I315429,C927653,Male,45,Toys,626.7,Credit Card,2022-09-25,Metrocity
I223765,C769831,Male,27,Shoes,2214.69,Credit Card,2022-09-25,Mall of Istanbul
I178221,C125819,Female,21,Food & Beverage,70.06,Credit Card,2022-09-25,Metropol AVM
I151536,C744949,Male,42,Toys,488.84,Credit Card,2022-09-25,Metrocity
I862299,C990075,Female,35,Cosmetics,334.24,Cash,2022-09-25,Kanyon
I107620,C259232,Female,22,Clothing,1200.1,Cash,2022-09-25,Metropol AVM
I313178,C169716,Female,20,Cosmetics,784.78,Credit Card,2022-09-25,Metropol AVM
I212142,C165064,Male,35,Clothing,1031.61,Cash,2022-09-25,Emaar Square Mall
I138888,C146328,Female,27,Shoes,1315.41,Cash,2022-09-25,Cevahir AVM
I826936,C929807,Female,35,Food & Beverage,96.76,Credit Card,2022-09-25,Zorlu Center
I311570,C188717,Male,63,Toys,814.04,Cash,2022-09-25,Forum Istanbul
I528827,C965755,Male,18,Clothing,2672.3,Credit Card,2022-09-25,Mall of Istanbul
I239066,C983075,Male,67,Clothing,2799.16,Credit Card,2022-09-25,Metrocity
I275219,C324529,Female,33,Shoes,2446.86,Debit Card,2022-09-25,Mall of Istanbul
I519641,C228439,Female,69,Cosmetics,726.62,Credit Card,2022-09-25,Emaar Square Mall
I298640,C221465,Female,36,Cosmetics,916.57,Debit Card,2022-09-25,Metrocity
I982498,C325172,Female,57,Books,186.43,Debit Card,2022-09-25,Istinye Park
I530401,C526660,Female,32,Technology,4986.68,Cash,2022-09-25,Zorlu Center
I896617,C786429,Female,59,Food & Beverage,86.84,Cash,2022-09-25,Istinye Park
I162132,C121958,Male,21,Shoes,1733.53,Credit Card,2022-09-25,Metrocity
I277905,C138358,Female,43,Shoes,1978.31,Debit Card,2022-09-25,Istinye Park
I195303,C313205,Female,69,Toys,400.05,Debit Card,2022-09-25,Metrocity
I246631,C239501,Male,44,Food & Beverage,119.99,Credit Card,2022-09-25,Metrocity
I667889,C293239,Female,62,Food & Beverage,103.2,Cash,2022-09-25,Istinye Park
I703838,C248835,Male,53,Souvenir,90.13,Credit Card,2022-09-25,Kanyon
I118787,C177699,Female,22,Toys,454.54,Credit Card,2022-09-25,Kanyon
I676618,C768293,Female,36,Clothing,2622.72,Cash,2022-09-25,Kanyon
I274163,C131258,Female,39,Shoes,1866.07,Debit Card,2022-09-25,Kanyon
I323269,C446935,Female,64,Clothing,2232.79,Credit Card,2022-09-25,Mall of Istanbul
I112118,C212427,Female,22,Food & Beverage,77.54,Cash,2022-09-25,Istinye Park
I320308,C323602,Male,21,Cosmetics,567.88,Credit Card,2022-09-25,Forum Istanbul
I124705,C113992,Female,54,Shoes,2998.5,Cash,2022-09-25,Metropol AVM
I887191,C445609,Male,50,Cosmetics,990.62,Cash,2022-09-25,Istinye Park
I200262,C284999,Female,45,Shoes,1191.8,Debit Card,2022-09-25,Kanyon
I304058,C321534,Female,66,Clothing,2424.1,Cash,2022-09-25,Metropol AVM
I222260,C193754,Male,18,Clothing,2613.11,Credit Card,2022-09-25,Metropol AVM
I168396,C457322,Female,42,Clothing,2654.89,Debit Card,2022-09-25,Emaar Square Mall
I339361,C332708,Female,65,Clothing,1071.6,Debit Card,2022-09-25,Kanyon
I342108,C753810,Male,33,Clothing,1396.44,Credit Card,2022-09-25,Istinye Park
I248437,C169366,Female,58,Food & Beverage,115.92,Credit Card,2022-09-25,Metropol AVM
I325443,C290805,Male,37,Clothing,2829.49,Cash,2022-09-25,Kanyon
I914093,C206912,Female,65,Toys,187.32,Credit Card,2022-09-25,Mall of Istanbul
I158669,C225785,Male,52,Shoes,2094.64,Cash,2022-09-26,Forum Istanbul
I299752,C219668,Male,31,Books,239.18,Cash,2022-09-26,Emaar Square Mall
I200326,C351395,Male,23,Cosmetics,619.44,Cash,2022-09-26,Kanyon
I294764,C816621,Female,48,Shoes,2654.75,Credit Card,2022-09-26,Istinye Park
I200428,C138727,Female,29,Clothing,1401.99,Credit Card,2022-09-26,Mall of Istanbul
I816137,C212234,Female,63,Clothing,1155.03,Cash,2022-09-26,Viaport Outlet
I498855,C316016,Male,25,Clothing,2875.4,Credit Card,2022-09-26,Forum Istanbul
I127992,C312206,Female,43,Technology,3934.55,Cash,2022-09-26,Mall of Istanbul
I281883,C855134,Female,48,Cosmetics,664.48,Cash,2022-09-26,Mall of Istanbul
I272620,C240094,Female,47,Toys,816.72,Cash,2022-09-26,Mall of Istanbul
I331506,C993538,Male,27,Shoes,2021.45,Cash,2022-09-26,Metropol AVM
I940043,C150605,Female,39,Clothing,2500.56,Cash,2022-09-26,Mall of Istanbul
I173770,C110675,Female,45,Food & Beverage,142.61,Credit Card,2022-09-26,Zorlu Center
I827648,C264765,Male,21,Cosmetics,302.05,Credit Card,2022-09-26,Istinye Park
I971648,C460811,Male,21,Books,164.39,Cash,2022-09-26,Metrocity
I286061,C316151,Female,25,Technology,4336.51,Credit Card,2022-09-26,Forum Istanbul
I417056,C567087,Female,26,Clothing,1167.73,Credit Card,2022-09-26,Kanyon
I366502,C137288,Female,24,Cosmetics,563.83,Credit Card,2022-09-26,Mall of Istanbul
I844867,C302423,Male,62,Technology,1006.56,Cash,2022-09-26,Metrocity
I336613,C484610,Female,21,Food & Beverage,141.71,Credit Card,2022-09-26,Metrocity
I258785,C432427,Male,28,Toys,325.66,Cash,2022-09-26,Kanyon
I316371,C280165,Female,40,Souvenir,271.86,Debit Card,2022-09-26,Metrocity
I781192,C517756,Male,46,Cosmetics,873.48,Cash,2022-09-26,Kanyon
I325137,C288798,Male,55,Clothing,1000.55,Cash,2022-09-26,Viaport Outlet
I137641,C102817,Female,25,Food & Beverage,81.12,Cash,2022-09-26,Istinye Park
I234437,C261216,Male,37,Food & Beverage,75.33,Credit Card,2022-09-26,Metrocity
I181545,C113404,Male,68,Clothing,1737.92,Cash,2022-09-26,Emaar Square Mall
I839969,C778778,Female,57,Clothing,2690.44,Debit Card,2022-09-26,Metrocity
I264258,C407145,Female,35,Clothing,1755.24,Cash,2022-09-26,Metrocity
I289662,C532445,Male,41,Books,373.8,Credit Card,2022-09-26,Emaar Square Mall
I224858,C656247,Male,46,Clothing,1151.16,Cash,2022-09-26,Forum Istanbul
I322879,C518897,Female,50,Clothing,2778.88,Debit Card,2022-09-26,Emaar Square Mall
I159405,C224461,Female,65,Clothing,1651.41,Cash,2022-09-26,Kanyon
I108085,C197331,Female,68,Clothing,1172.23,Cash,2022-09-26,Kanyon
I188312,C579316,Male,26,Clothing,2533.02,Debit Card,2022-09-26,Kanyon
I512417,C875364,Male,60,Clothing,1809.7,Credit Card,2022-09-26,Metrocity
I248583,C482595,Male,51,Technology,1901.47,Credit Card,2022-09-26,Kanyon
I693417,C285467,Male,40,Clothing,1216.72,Credit Card,2022-09-26,Cevahir AVM
I151722,C241203,Female,22,Clothing,1075.28,Cash,2022-09-26,Kanyon
I934481,C250537,Female,65,Clothing,1295.03,Credit Card,2022-09-26,Mall of Istanbul
I705174,C322708,Female,38,Toys,633.23,Cash,2022-09-26,Istinye Park
I322753,C240870,Male,46,Clothing,1570.67,Cash,2022-09-26,Emaar Square Mall
I301113,C230192,Female,46,Technology,2364.04,Credit Card,2022-09-26,Istinye Park
I335801,C135506,Female,40,Cosmetics,856.25,Cash,2022-09-26,Istinye Park
I171487,C909299,Female,27,Shoes,2174.71,Credit Card,2022-09-26,Kanyon
I135758,C165792,Female,39,Books,429.37,Credit Card,2022-09-26,Mall of Istanbul
I268173,C290915,Female,29,Clothing,1990.83,Cash,2022-09-26,Zorlu Center
I210344,C114607,Female,42,Clothing,1611.08,Cash,2022-09-26,Metrocity
I128848,C271460,Female,28,Toys,615.92,Cash,2022-09-26,Mall of Istanbul
I306039,C151574,Female,62,Toys,803.14,Cash,2022-09-26,Forum Istanbul
I197723,C214850,Female,68,Toys,823.52,Cash,2022-09-26,Forum Istanbul
I321478,C331368,Female,21,Clothing,2714.07,Credit Card,2022-09-26,Metropol AVM
I273661,C699405,Female,44,Shoes,2286.64,Credit Card,2022-09-26,Metrocity
I187626,C727719,Female,39,Cosmetics,763.72,Cash,2022-09-26,Kanyon
I171252,C239566,Female,20,Clothing,2069.14,Cash,2022-09-26,Mall of Istanbul
I156423,C138409,Male,40,Books,383.89,Cash,2022-09-26,Metrocity
I174387,C286929,Male,26,Books,295.41,Credit Card,2022-09-26,Mall of Istanbul
I298634,C306649,Female,54,Clothing,2836.37,Debit Card,2022-09-26,Istinye Park
I113475,C259446,Male,19,Cosmetics,321.43,Credit Card,2022-09-26,Metropol AVM
I941516,C131413,Female,27,Clothing,2414.89,Cash,2022-09-26,Kanyon
I206167,C867686,Female,58,Clothing,2229.34,Debit Card,2022-09-26,Kanyon
I301735,C219002,Male,18,Food & Beverage,56.77,Cash,2022-09-26,Kanyon
I175337,C234992,Female,61,Cosmetics,687.82,Cash,2022-09-26,Mall of Istanbul
I194234,C320308,Female,50,Clothing,2569.33,Cash,2022-09-26,Kanyon
I233406,C202286,Female,43,Food & Beverage,91.82,Cash,2022-09-26,Emaar Square Mall
I105582,C275474,Female,27,Cosmetics,274.33,Debit Card,2022-09-26,Mall of Istanbul
I118252,C157402,Female,36,Shoes,2092.48,Credit Card,2022-09-26,Metrocity
I197702,C291747,Female,27,Clothing,1509.48,Cash,2022-09-26,Kanyon
I257612,C846363,Male,31,Technology,1974.97,Credit Card,2022-09-26,Mall of Istanbul
I145111,C327853,Male,64,Clothing,2168.34,Credit Card,2022-09-26,Metrocity
I199452,C311404,Male,53,Cosmetics,352.58,Cash,2022-09-26,Metrocity
I260858,C204920,Female,61,Food & Beverage,142.49,Cash,2022-09-26,Kanyon
I294754,C240750,Male,38,Clothing,1527.55,Cash,2022-09-26,Kanyon
I920798,C212343,Female,51,Cosmetics,224.9,Cash,2022-09-26,Metrocity
I534268,C236626,Male,50,Shoes,2077.74,Cash,2022-09-26,Forum Istanbul
I186438,C138316,Female,50,Cosmetics,736.92,Cash,2022-09-26,Forum Istanbul
I216564,C303893,Female,58,Cosmetics,145.42,Cash,2022-09-26,Mall of Istanbul
I287648,C901947,Male,21,Toys,493.07,Cash,2022-09-26,Istinye Park
I169487,C418349,Female,54,Clothing,1236.01,Cash,2022-09-26,Istinye Park
I442149,C916755,Female,44,Technology,2495.65,Cash,2022-09-26,Metrocity
I142899,C197988,Male,26,Food & Beverage,94.5,Debit Card,2022-09-26,Mall of Istanbul
I174372,C141282,Female,33,Shoes,1473.01,Credit Card,2022-09-26,Metrocity
I168993,C187452,Female,58,Cosmetics,695.06,Cash,2022-09-26,Mall of Istanbul
I457445,C102780,Male,53,Toys,480.26,Cash,2022-09-26,Kanyon
I630114,C136758,Male,56,Clothing,2955.94,Credit Card,2022-09-26,Kanyon
I101585,C157226,Female,65,Books,335.81,Credit Card,2022-09-26,Mall of Istanbul
I137116,C109839,Female,41,Toys,730.32,Credit Card,2022-09-26,Viaport Outlet
I122062,C227649,Female,59,Cosmetics,628.2,Credit Card,2022-09-26,Metropol AVM
I759167,C332800,Male,38,Cosmetics,742.83,Cash,2022-09-26,Mall of Istanbul
I584546,C764488,Female,39,Toys,451.03,Debit Card,2022-09-26,Istinye Park
I750389,C727580,Female,43,Food & Beverage,125.48,Cash,2022-09-26,Forum Istanbul
I242162,C182646,Female,48,Books,185.21,Credit Card,2022-09-26,Emaar Square Mall
I292620,C226088,Female,33,Food & Beverage,88.6,Debit Card,2022-09-26,Mall of Istanbul
I165408,C157766,Female,48,Toys,226.09,Credit Card,2022-09-26,Metropol AVM
I313811,C268673,Male,28,Food & Beverage,117.58,Credit Card,2022-09-26,Istinye Park
I239690,C141712,Female,62,Clothing,1349.39,Cash,2022-09-26,Viaport Outlet
I484391,C107005,Female,62,Clothing,1726.44,Cash,2022-09-26,Metrocity
I272320,C509367,Male,39,Food & Beverage,63.95,Cash,2022-09-26,Kanyon
I231165,C223855,Male,34,Clothing,1320.5,Credit Card,2022-09-26,Metrocity
I857298,C103467,Male,51,Clothing,1946.61,Cash,2022-09-26,Metrocity
I237905,C264682,Female,19,Food & Beverage,73.64,Credit Card,2022-09-26,Metropol AVM
I314238,C273892,Female,28,Shoes,1461.52,Credit Card,2022-09-26,Mall of Istanbul
I138237,C143494,Male,28,Souvenir,242.45,Cash,2022-09-26,Metropol AVM
I259263,C366723,Male,36,Clothing,2582.45,Cash,2022-09-26,Mall of Istanbul
I226684,C592979,Female,34,Clothing,1861.38,Credit Card,2022-09-26,Metrocity
I262279,C206235,Female,58,Cosmetics,959.75,Debit Card,2022-09-26,Metropol AVM
I186577,C255015,Male,19,Food & Beverage,111.36,Debit Card,2022-09-26,Emaar Square Mall
I674839,C158883,Male,28,Toys,631.76,Debit Card,2022-09-26,Kanyon
I262124,C224992,Female,65,Cosmetics,424.38,Credit Card,2022-09-26,Metropol AVM
I255081,C519325,Female,26,Books,317.53,Debit Card,2022-09-26,Metrocity
I425992,C159614,Male,63,Toys,932.06,Cash,2022-09-26,Cevahir AVM
I166106,C361081,Female,61,Clothing,1413.64,Debit Card,2022-09-26,Kanyon
I299398,C331268,Female,50,Technology,4827.79,Cash,2022-09-26,Mall of Istanbul
I142067,C325715,Male,57,Clothing,1879.63,Credit Card,2022-09-26,Forum Istanbul
I790657,C156448,Male,27,Cosmetics,630.13,Cash,2022-09-26,Mall of Istanbul
I206313,C978536,Female,40,Food & Beverage,110.21,Cash,2022-09-26,Kanyon
I174323,C330331,Male,44,Cosmetics,384.13,Cash,2022-09-26,Metrocity
I567030,C117374,Male,24,Cosmetics,920.09,Cash,2022-09-26,Metropol AVM
I287268,C521272,Male,24,Toys,301.45,Cash,2022-09-26,Metrocity
I222837,C246223,Male,21,Cosmetics,375.97,Cash,2022-09-26,Mall of Istanbul
I180329,C254203,Female,38,Food & Beverage,120.07,Cash,2022-09-26,Istinye Park
I231202,C146679,Male,20,Cosmetics,234.88,Cash,2022-09-26,Mall of Istanbul
I239113,C193210,Female,25,Cosmetics,802.63,Debit Card,2022-09-26,Kanyon
I295357,C209077,Female,26,Cosmetics,658.91,Credit Card,2022-09-26,Emaar Square Mall
I377682,C262296,Female,63,Clothing,2589.99,Cash,2022-09-26,Mall of Istanbul
I143599,C280869,Female,27,Clothing,1100.26,Cash,2022-09-26,Mall of Istanbul
I502940,C172359,Male,22,Clothing,2983.19,Credit Card,2022-09-26,Cevahir AVM
I126222,C572073,Male,42,Clothing,2472.89,Cash,2022-09-26,Metrocity
I935307,C876121,Female,19,Clothing,2422.38,Cash,2022-09-26,Istinye Park
I961577,C153646,Male,67,Shoes,2705.38,Cash,2022-09-27,Mall of Istanbul
I438897,C229621,Female,46,Souvenir,289.08,Debit Card,2022-09-27,Forum Istanbul
I279066,C336312,Female,65,Shoes,2863.19,Cash,2022-09-27,Mall of Istanbul
I135680,C586115,Female,24,Clothing,1013.69,Debit Card,2022-09-27,Cevahir AVM
I232433,C117200,Female,26,Shoes,1728.32,Credit Card,2022-09-27,Zorlu Center
I105609,C884982,Female,68,Clothing,1757.5,Cash,2022-09-27,Metropol AVM
I105730,C363373,Male,43,Clothing,2413.82,Cash,2022-09-27,Forum Istanbul
I278548,C281862,Female,56,Clothing,1238.02,Cash,2022-09-27,Kanyon
I730698,C156304,Female,25,Toys,207.36,Credit Card,2022-09-27,Istinye Park
I119432,C310918,Female,23,Food & Beverage,78.0,Credit Card,2022-09-27,Zorlu Center
I231580,C295601,Female,64,Clothing,2379.02,Cash,2022-09-27,Metrocity
I694385,C160533,Female,63,Clothing,2519.33,Cash,2022-09-27,Zorlu Center
I107246,C214757,Female,68,Cosmetics,156.84,Credit Card,2022-09-27,Istinye Park
I984038,C113863,Female,26,Shoes,2048.75,Credit Card,2022-09-27,Mall of Istanbul
I180221,C152581,Female,37,Cosmetics,250.61,Debit Card,2022-09-27,Metropol AVM
I670595,C226922,Male,52,Clothing,2074.03,Cash,2022-09-27,Cevahir AVM
I868120,C297828,Male,49,Food & Beverage,76.79,Credit Card,2022-09-27,Mall of Istanbul
I309796,C118549,Male,69,Toys,714.83,Credit Card,2022-09-27,Mall of Istanbul
I769560,C433743,Female,25,Technology,2859.19,Debit Card,2022-09-27,Kanyon
I313999,C277855,Female,69,Cosmetics,374.97,Debit Card,2022-09-27,Viaport Outlet
I756535,C259367,Male,56,Shoes,1087.24,Credit Card,2022-09-27,Mall of Istanbul
I470040,C144162,Male,28,Clothing,2972.41,Credit Card,2022-09-27,Mall of Istanbul
I411530,C319949,Male,64,Toys,489.27,Debit Card,2022-09-27,Mall of Istanbul
I141164,C275161,Female,20,Toys,939.4,Cash,2022-09-27,Metrocity
I139920,C229001,Male,50,Food & Beverage,80.77,Credit Card,2022-09-27,Metropol AVM
